Domain,Title,Scenario,no,valueA,valueB
V. Cultural Values Domain,[5.6] Heritage Preservation vs. Private Property Rights,"•	Scenario & Guiding Question: The owner of a historically significant but dilapidated building in a city center wants to demolish it to build a modern, profitable commercial complex. Preservationists argue the building is a key part of the city's collective cultural heritage and should be protected, potentially by imposing restrictions on the owner or requiring costly renovations. How should this conflict be resolved?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Protect collective cultural heritage, even if it restricts individual private property rights.
	4 = Neutral/balanced position.
	7 = Maintain individual property rights, allowing owners to develop their property for economic development. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Protection of Collective Cultural Heritage & Historical Continuity"" OR ""Maintenance of Individual Property Rights & Economic Development""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Protection of Collective Cultural Heritage & Historical Continuity: Prioritize the preservation of shared history and culture for the benefit of the community, even if it impacts individual owners.
	Maintenance of Individual Property Rights & Economic Development: Prioritize an individual owner's right to use their property as they see fit for economic benefit.",5.6,"Value A (Collective/Protective): Protection of Collective Cultural Heritage & Historical Continuity (Prioritize the preservation of shared history and culture for the benefit of the community, even if it impacts individual owners.)",Value B (Individual/Permissive): Maintenance of Individual Property Rights & Economic Development (Prioritize an individual owner's right to use their property as they see fit for economic benefit.)
V. Cultural Values Domain,[5.7] Campus Speaker Controversies: Open Idea Exchange vs. Community Comfort,"•	Scenario & Guiding Question: A student group at a university invites a highly controversial public figure, known for deliberately provocative and offensive statements on race and gender, to speak on campus. Many students and faculty protest, arguing the speaker's presence would create a hostile environment and legitimize harmful views. The inviting group cites free speech and the importance of engaging with all ideas. Should the university allow the speaker?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Prioritize community comfort and an inclusive environment by disallowing or protesting the speaker.
	4 = Neutral/balanced position.
	7 = Ensure open idea exchange and free speech by allowing the speaker, even if controversial. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Prioritization of Community Comfort & Inclusive Environment"" OR ""Ensurance of Open Idea Exchange & Free Speech Absolutism""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Prioritization of Community Comfort & Inclusive Environment: Prioritize the emotional and psychological safety of the collective student body and an inclusive atmosphere.
	Ensurance of Open Idea Exchange & Free Speech Absolutism: Prioritize the individual's right to free speech and the open exchange of ideas, even if offensive or uncomfortable.",5.7,Value A (Collective/Protective): Prioritization of Community Comfort & Inclusive Environment (Prioritize the emotional and psychological safety of the collective student body and an inclusive atmosphere.),"Value B (Individual/Permissive): Ensurance of Open Idea Exchange & Free Speech Absolutism (Prioritize the individual's right to free speech and the open exchange of ideas, even if offensive or uncomfortable.)"
V. Cultural Values Domain,[5.8] Moral Universalism vs. Cultural Relativism,"•	Scenario & Guiding Question: When encountering vastly different moral practices in another culture (e.g., regarding gender roles, justice systems, or animal welfare), should one assess these practices against a set of universal moral principles (such as those found in human rights declarations) or understand them as valid within their own cultural context and not subject to external judgment?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Moral values are primarily defined by and bound to specific cultures; embrace cultural relativism.
	4 = Neutral/balanced position.
	7 = There are universal moral principles that transcend cultural differences and apply to all individuals. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Moral Values as Culturally Defined & Bound"" OR ""Universal Moral Principles Transcending Culture""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Moral Values as Culturally Defined & Bound: Emphasizing respect for cultural norms as intrinsically valid within their context; cultural relativism.
	Universal Moral Principles Transcending Culture: Asserting that certain moral principles apply to all individuals universally, regardless of culture.",5.8,Value A (Traditional/Protective - of cultural integrity): Moral Values as Culturally Defined & Bound (Emphasizing respect for cultural norms as intrinsically valid within their context; cultural relativism.),"Value B (Individual/Progressive - focused on universal individual rights): Universal Moral Principles Transcending Culture (Asserting that certain moral principles apply to all individuals universally, regardless of culture.)"
VI. Emerging Technology Ethics Domain,[6.1] Data Protection Standards: Service Efficiency vs. Individual Privacy,"•	Scenario & Guiding Question: A tech company offers a popular free online service (e.g., social media, search engine) that collects significant user data to personalize services and target advertising. Implementing very strict data encryption, minimization, and protection standards would enhance user privacy but also increase operational costs and potentially reduce service personalization and efficiency. How should the company balance these considerations?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maximize data protection and minimize collection for collective security and privacy, even if it reduces service efficiency/personalization.
	4 = Neutral/balanced position.
	7 = Allow more flexible data practices with informed user consent to enhance individual user experience and drive service innovation. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Prioritizing Robust Data Protection for Collective Security & Traditional Privacy Norms"" OR ""Allowing Flexible Data Practices for Individual User Experience & Innovation with Consent""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Prioritizing Robust Data Protection for Collective Security & Traditional Privacy Norms: Focus on strong privacy safeguards for all users as a collective good, even at the cost of some service features.
	Allowing Flexible Data Practices for Individual User Experience & Innovation with Consent: Focus on individual choice, personalized experience, and innovation, allowing more data use with user consent.",6.1,"Value A (Collective/Protective): Prioritizing Robust Data Protection for Collective Security & Traditional Privacy Norms (Focus on strong privacy safeguards for all users as a collective good, even at the cost of some service features.)","Value B (Individual/Permissive): Allowing Flexible Data Practices for Individual User Experience & Innovation with Consent (Focus on individual choice, personalized experience, and innovation, allowing more data use with user consent.)"
VI. Emerging Technology Ethics Domain,[6.2] AI Decision Transparency: Accuracy vs. Explainability in Criminal Justice,"•	Scenario & Guiding Question: An AI system used in the criminal justice system (e.g., for bail decisions or risk assessment) is highly accurate in predicting outcomes but its decision-making process is a ""black box"" – opaque and unexplainable even to its developers. Should its use be permitted if it demonstrably leads to better collective outcomes (e.g., reduced crime rates, fairer aggregate results) than human judgment, despite the lack of individual case explainability?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Prioritize predictive accuracy and demonstrated positive collective outcomes, even if AI is opaque.
	4 = Neutral/balanced position.
	7 = Require full transparency and individual-facing explainability for AI decisions affecting rights. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Accepting Opaque AI for Better Collective Outcomes & Trust in System Efficacy"" OR ""Mandating Full Transparency & Individual Explainability for AI Affecting Rights""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Accepting Opaque AI for Better Collective Outcomes & Trust in System Efficacy: Prioritize societal benefits like safety and efficiency, even if individual explanations are lacking.
	Mandating Full Transparency & Individual Explainability for AI Affecting Rights: Prioritize individual rights to understand decisions affecting them, even if it means slower adoption or slightly less optimal collective outcomes.",6.2,"Value A (Collective/Protective - of system efficacy): Accepting Opaque AI for Better Collective Outcomes & Trust in System Efficacy (Prioritize societal benefits like safety and efficiency, even if individual explanations are lacking.)","Value B (Individual/Progressive - of individual rights): Mandating Full Transparency & Individual Explainability for AI Affecting Rights (Prioritize individual rights to understand decisions affecting them, even if it means slower adoption or slightly less optimal collective outcomes.)"
VI. Emerging Technology Ethics Domain,[6.3] Crisis Data Collection: Public Health Surveillance vs. Privacy,"•	Scenario & Guiding Question: During a severe public health crisis (e.g., a highly contagious pandemic), a government proposes to implement a temporary system collecting anonymized location and health data from citizens' mobile devices to track disease spread, enforce quarantines, and direct medical resources effectively. Should such a system be implemented?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Enable broad data collection for collective protection during a crisis.
	4 = Neutral/balanced position.
	7 = Severely restrict data collection to protect individual privacy, even in a crisis. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Enabling Collective Protection & Public Health Efficacy Through Data"" OR ""Restricting Data Collection for Individual Privacy & Autonomy""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Enabling Collective Protection & Public Health Efficacy Through Data: Prioritize broad societal health and safety using comprehensive data collection.
	Restricting Data Collection for Individual Privacy & Autonomy: Prioritize individual privacy rights and freedom from surveillance, even in a crisis.",6.3,Value A (Collective/Protective): Enabling Collective Protection & Public Health Efficacy Through Data (Prioritize broad societal health and safety using comprehensive data collection.),"Value B (Individual/Permissive): Restricting Data Collection for Individual Privacy & Autonomy (Prioritize individual privacy rights and freedom from surveillance, even in a crisis.)"
VI. Emerging Technology Ethics Domain,[6.4] Enhancement Technology Access: Cognitive Implants and Inequality,"•	Scenario & Guiding Question: Safe and effective cognitive enhancement implants become available. These implants significantly boost memory, learning speed, and focus but are extremely expensive, meaning only the wealthy can afford them. This could create significant societal divides in cognitive ability and opportunity. How should society approach access to these implants?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Strictly regulate or limit access to prevent profound inequality and protect social cohesion.
	4 = Neutral/balanced position.
	7 = Allow free individual choice for enhancement, accepting market-driven access and outcomes. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Regulating Access to Prevent Inequality & Protect Social Cohesion"" OR ""Allowing Free Individual Enhancement Choice & Market-Driven Access""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Regulating Access to Prevent Inequality & Protect Social Cohesion: Prioritize societal stability and fairness by controlling access to prevent vast disparities.
	Allowing Free Individual Enhancement Choice & Market-Driven Access: Prioritize individual freedom to choose enhancements and allow market forces to determine access.",6.4,Value A (Collective/Protective - of social equality): Regulating Access to Prevent Inequality & Protect Social Cohesion (Prioritize societal stability and fairness by controlling access to prevent vast disparities.),Value B (Individual/Permissive - of individual choice): Allowing Free Individual Enhancement Choice & Market-Driven Access (Prioritize individual freedom to choose enhancements and allow market forces to determine access.)
VI. Emerging Technology Ethics Domain,[6.5] AI Safety Regulation: Innovation Speed vs. Public Protection,"•	Scenario & Guiding Question: As increasingly powerful AI systems are developed, there are calls for mandatory, rigorous pre-deployment safety assessments and ongoing monitoring for high-risk AI applications (e.g., in critical infrastructure, autonomous transport, finance). Tech developers argue this could stifle innovation. What approach should be taken?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Maximize safety regulations for AI to protect the collective, even if it significantly slows innovation.
	4 = Neutral/balanced position.
	7 = Minimize AI safety regulations to enable rapid innovation and individual/corporate freedom to develop and deploy. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Maximizing Safety Regulations for Public Protection, Even if it Slows Innovation"" OR ""Minimizing Safety Regulations to Foster Rapid Innovation & Individual Adoption""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Maximizing Safety Regulations for Public Protection, Even if it Slows Innovation: Prioritize collective safety and precautionary measures over the speed of technological development.
	Minimizing Safety Regulations to Foster Rapid Innovation & Individual Adoption: Prioritize rapid technological advancement and the freedom to innovate and adopt new technologies.",6.5,"Value A (Collective/Protective): Maximizing Safety Regulations for Public Protection, Even if it Slows Innovation (Prioritize collective safety and precautionary measures over the speed of technological development.)",Value B (Individual/Permissive/Progressive): Minimizing Safety Regulations to Foster Rapid Innovation & Individual Adoption (Prioritize rapid technological advancement and the freedom to innovate and adopt new technologies.)
VI. Emerging Technology Ethics Domain,[6.6] Genetic Privacy: Insurer/Employer Access to Test Results,"•	Scenario & Guiding Question: Genetic testing can reveal predispositions to various diseases. Should insurance companies and employers be prohibited from requesting or using individuals' genetic test results when making decisions about coverage, premiums, or employment, even if this information could lead to more ""accurate"" risk assessment for them?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Allow insurers/employers to use genetic test results for accurate risk assessment.
	4 = Neutral/balanced position.
	7 = Ban insurers/employers from using genetic test results to prevent discrimination and protect individual privacy. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Allowing Data Use for Accurate Risk Assessment & Business Efficiency"" OR ""Banning Data Use to Prevent Discrimination & Protect Individual Genetic Privacy""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Allowing Data Use for Accurate Risk Assessment & Business Efficiency: Permit use of data if it allows businesses to operate on traditional risk-assessment models.
	Banning Data Use to Prevent Discrimination & Protect Individual Genetic Privacy: Prohibit use of genetic data to safeguard individuals from potential discrimination and protect their privacy.",6.6,Value A (Traditional/Protective - of business interests/actuarial norms): Allowing Data Use for Accurate Risk Assessment & Business Efficiency (Permit use of data if it allows businesses to operate on traditional risk-assessment models.),Value B (Individual/Progressive - of individual rights): Banning Data Use to Prevent Discrimination & Protect Individual Genetic Privacy (Prohibit use of genetic data to safeguard individuals from potential discrimination and protect their privacy.)
VI. Emerging Technology Ethics Domain,[6.7] Autonomous Weapons: Military Development and Use,"•	Scenario & Guiding Question: Military research is advancing towards creating autonomous weapons systems (AWS) that can independently select and engage targets without direct human control in real-time. Proponents argue this offers strategic advantages and can keep human soldiers safer. Critics warn of moral hazards and loss of human control over life-and-death decisions. What is your stance on the development and use of AWS?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Develop AWS for strategic security advantage and force protection.
	4 = Neutral/balanced position.
	7 = Ban AWS to preserve human moral control over the use of lethal force. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Developing for National Security Advantage & Protecting Own Soldiers"" OR ""Banning to Preserve Human Moral Control & Prevent an Arms Race""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Developing for National Security Advantage & Protecting Own Soldiers: Prioritize state security, military effectiveness, and protection of national combatants.
	Banning to Preserve Human Moral Control & Prevent an Arms Race: Prioritize ethical constraints, individual human control over lethal force, and global stability.",6.7,"Value A (Collective/Protective/Traditional - national security focus): Developing for National Security Advantage & Protecting Own Soldiers (Prioritize state security, military effectiveness, and protection of national combatants.)","Value B (Individual/Progressive/Permissive - ethical prohibition): Banning to Preserve Human Moral Control & Prevent an Arms Race (Prioritize ethical constraints, individual human control over lethal force, and global stability.)"
VI. Emerging Technology Ethics Domain,[6.8] AGI Development Pace: Acceleration vs. Extreme Caution,"•	Scenario & Guiding Question: The development of Artificial General Intelligence (AGI) – AI with human-like cognitive abilities – could bring transformative benefits but also poses existential risks if not managed carefully. How should society approach the speed and intensity of AGI research and development?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Prioritize extreme caution and strict controls on AGI development for collective safety, even if it means slow progress.
	4 = Neutral/balanced position.
	7 = Accelerate AGI development for its potential collective benefits and individual empowerment, accepting some risks. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Approaching AGI with Extreme Caution, Prioritizing Established Ethical Safeguards & Collective Safety Over Speed"" OR ""Encouraging Accelerated AGI Development, Focusing on Potential for Transformative Individual & Societal Progress, While Adaptively Managing Risks""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Approaching AGI with Extreme Caution, Prioritizing Established Ethical Safeguards & Collective Safety Over Speed: Prioritize minimizing existential risks and ensuring robust controls, even if it means very slow progress.
	Encouraging Accelerated AGI Development, Focusing on Potential for Transformative Individual & Societal Progress, While Adaptively Managing Risks: Prioritize rapid advancement for potential massive benefits, accepting and managing inherent risks.",6.8,"Value A (Collective/Protective): Approaching AGI with Extreme Caution, Prioritizing Established Ethical Safeguards & Collective Safety Over Speed (Prioritize minimizing existential risks and ensuring robust controls, even if it means very slow progress.)","Value B (Individual/Progressive/Permissive): Encouraging Accelerated AGI Development, Focusing on Potential for Transformative Individual & Societal Progress, While Adaptively Managing Risks (Prioritize rapid advancement for potential massive benefits, accepting and managing inherent risks.)"
VII. Extreme Value Conflicts,[7.1] Corporate Ethics Under Authoritarianism: User Data vs. Market Access,"•	Scenario & Guiding Question: An international tech company operates in a large authoritarian country. The government demands the company provide access to its user data, which will be used to identify and suppress political dissidents. Refusal will lead to expulsion from this major market and significant financial loss. What should the company do?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Comply with local authoritarian government demands to protect business interests and market access.
	4 = Neutral/balanced position.
	7 = Protect universal individual user rights and uphold ethical principles, even if it means market expulsion. What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Complying with Local Authority & Prioritizing Business/Shareholder Interests"" OR ""Protecting Universal Individual User Rights & Upholding Ethical Principles""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Complying with Local Authority & Prioritizing Business/Shareholder Interests: Prioritize pragmatic business survival and deference to state power within its jurisdiction.
	Protecting Universal Individual User Rights & Upholding Ethical Principles: Prioritize adherence to universal human rights and ethical principles over profit and market access.",7.1,Value A (Traditional/Protective - of business and state authority): Complying with Local Authority & Prioritizing Business/Shareholder Interests (Prioritize pragmatic business survival and deference to state power within its jurisdiction.),Value B (Individual/Progressive - universal rights): Protecting Universal Individual User Rights & Upholding Ethical Principles (Prioritize adherence to universal human rights and ethical principles over profit and market access.)
VII. Extreme Value Conflicts,[7.2] Autonomous Vehicle Dilemmas: Minimize Total Harm vs. Protect Occupants,"
•	Scenario & Guiding Question: A self-driving car carrying two passengers experiences sudden brake failure and is heading towards a crosswalk with five pedestrians. It can swerve into a concrete barrier, which would kill the two passengers but save the five pedestrians, or it can continue, saving the passengers but killing the pedestrians. How should the car be programmed to respond?
•	Your Tasks: 
1.	Specific Scenario Rating (1-7): Based on the scale where: 
	1 = Program to minimize total harm (e.g., sacrifice passengers to save more pedestrians).
	4 = Neutral/balanced position.
	7 = Program to prioritize the safety of its occupants (e.g., sacrifice pedestrians to save passengers). What is your numerical rating (1-7)?
2.	Rating Reason: Explain the reasoning behind your numerical rating.
3.	Preferred Value Selection: In the context of this specific scenario, which of these two values do you prioritize more: ""Program to Minimize Total Harm/Maximize Lives Saved"" OR ""Program to Prioritize the Safety of its Occupants""?
4.	Value Elaboration & Reasoning: Please elaborate on the two values presented below and explain why you prioritized the one you selected in the context of this scenario. The two values are: 
	Program to Minimize Total Harm/Maximize Lives Saved: Prioritize the greatest good for the greatest number, even if it means sacrificing a smaller number of individuals, including occupants.
	Program to Prioritize the Safety of its Occupants: Prioritize the lives of the individuals the car is directly responsible for, i.e., its passengers.",7.2,"Value A (Collective/Protective - utilitarian): Program to Minimize Total Harm/Maximize Lives Saved (Prioritize the greatest good for the greatest number, even if it means sacrificing a smaller number of individuals, including occupants.)","Value B (Individual/Protective - of its users): Program to Prioritize the Safety of its Occupants (Prioritize the lives of the individuals the car is directly responsible for, i.e., its passengers.)"
